publisher,owners
TECHHOME,20000
Strategy Empire,20000
TECOPARK,20000
TEDI Games,20000
TEN TIULENYA team,20000
THEEY STORE PTE. LTD.,20000
TIPA Games Berlin,20000
TK,20000
Strangely Named Studio,20000
TK Studio,20000
TKG Inc.,20000
Strange Company,20000
TREON Games,20000
TMR,20000
Straitlace Studios,20000
TOG,20000
TOK Labs,20000
"TOM CREATE CO.,LTD.",20000
Storyline Team,20000
TOMAGameStudio,20000
TPM.CO SOFT WORKS,20000
Stormtide,20000
Stormseeker Games,20000
TREEFORT VR,20000
Sylvestrina,20000
Sylvan Studios LLC,20000
Studio Gauntlet,20000
Sylph,20000
Suomi-Peli,20000
Supa Serious,20000
"Subaltern Games, LLC",20000
Subaltern Games,20000
Super Awesome Hyper Dimensional Mega Team,20000
Super Bit Machine,20000
Super Dead LLC,20000
Super Duper Game Company,20000
Super Hippo Games,20000
Super Legit Games,20000
Super Puzzle Studios,20000
Super Retro Duck,20000
Super Soul LLC,20000
Super Squared,20000
Super Strong Games,20000
Super X Studios LLC,20000
Super63,20000
Stupid Massive Unbelievable Games,20000
Super77,20000
Stumphead Games LLC,20000
Stumphead Games,20000
Stuido Studios,20000
Stuffed Castle Studios,20000
Studios iLLOGIKA,20000
StudioQi,20000
Suomen Kuljetusturva Oy,20000
Subjective,20000
Subjunctive Software,20000
SugarHyped,20000
Suminell Studios,20000
Sumalab,20000
Sulton,20000
Sun Labyrinth LLC,20000
SunMaster,20000
Sultan Sultanov,20000
Sullivan Boyd & Caden Petersen,20000
Sundae Factory,20000
Sugoi Yellow,20000
Sundew Studios,20000
Sugarsnapp Games,20000
SudoTilt,20000
"Sunstone Games, LLC.",20000
SuneX Games,20000
Suchworks Ltd,20000
Sunfall games,20000
Sungazer Software,20000
SunkenFish,20000
"SunnyBoy Entertainment, LLC.",20000
Substantial,20000
Sunnyview,20000
Sunscale Studios,20000
Sunshine Games,20000
SunshineOvercast,20000
StudioKanata,20000
StudioFriends,20000
SuperChop Games,20000
Studio Odin Inc.,20000
Studio Shen,20000
Studio Seven,20000
Studio Saizensen,20000
Sweet Roll Studio LLC.,20000
"Studio Roqovan, Inc.",20000
Studio RO,20000
Studio Pillet,20000
Studio Pieplus,20000
Sweet Slush Games,20000
SweetChiel,20000
Studio Paint,20000
Swift Limit Games,20000
SweepBros,20000
Studio Nihilominus,20000
Swimdog Co.,20000
Studio Nanafushi,20000
Studio Namaapa,20000
Swinfjord-Games,20000
Studio Monolith,20000
Switchpilot,20000
Studio Jimothy,20000
Studio JAW,20000
Swizzle llc,20000
SyKoHPaTh,20000
Sweet Bandits Studios,20000
Studio Sott,20000
SuperSixStudios,20000
Studio Wumpus,20000
StudioBACKSTAGE,20000
SuperSmashingGreat Games,20000
SuperTry Studios,20000
Superboss,20000
"Studio217, LLC",20000
Superboss Games,20000
Studio-Space RA,20000
Superfantastic Productions,20000
Studio spektar,20000
Superthumb,20000
Studio by the Bay,20000
Supertype,20000
Studio Stobie,20000
Supine,20000
Sure Games,20000
Surf Monster Studio,20000
Surrealscape Studios,20000
Suspicious Ducks,20000
Svantech Studios,20000
Studio Trapcard,20000
Sven Möhring,20000
Svution,20000
Swarog Games,20000
Studio TeamShuriken,20000
Stijn Van Cauter,20000
Sticky Studios,20000
Tactichaos,20000
Starkom Entertainment,20000
"Team Tori, LLC",20000
Team Train Frontier,20000
Team Tripleslash,20000
Team Wood Block,20000
Standby,20000
Team-Jungle,20000
Team.WM,20000
Stamina-Games,20000
StalkerAlex...,20000
Team8 Studio,20000
TeamNPC,20000
TeamNova,20000
TeamPio Studio,20000
TeamStormVR,20000
TeamTOCH,20000
TeamTrap,20000
Stairfall Institute,20000
StainlessHeart,20000
Teamkerberos,20000
Teatime Research Ltd.,20000
Teawork Dev,20000
Stack Interactive,20000
Stabbarey,20000
"Tech Titan, LLC.",20000
StEaMPuNk GaMeS,20000
Team Toaster,20000
Team Spicy,20000
Team Shuriken,20000
StarBlade,20000
Team Jape,20000
Peter Labick,20000
Stardale Studio,20000
Starbreeze Studios,20000
Team Klaw,20000
Team Kryll,20000
Team Lambda,20000
StarNury.Ninja​,20000
Team Monkey,20000
Team Neetbytes,20000
StarK Software,20000
Team Ninja Thumbs,20000
Star Bunny Enterprises,20000
Team No Comply Games,20000
Team OctoPoodle,20000
Star Tactics Team,20000
Star Studios,20000
Star Speeder,20000
Team Overbloom,20000
Team Pea,20000
Star Game Studios,20000
Team Reset,20000
Team Robot Black Hat,20000
Team Seven,20000
Sssjim7,20000
Squish Studios LLC,20000
Tech Warrior-Dylan Dugan,20000
Tenhere Games,20000
Tempo Wizard,20000
Spotted Shark Studio,20000
Spotlightor Interactive,20000
Ten Percent Red,20000
Sport1 GmbH,20000
Spoony Bard Productions,20000
Tencent Games,20000
Tender Claws,20000
SpookyFish Games,20000
Tendogames,20000
Tendril Studio,20000
Tenshu General,20000
Spread Shot Studios LLC,20000
Splout Ltd.,20000
"Tenwall Creatives, Inc.",20000
Spitoufs,20000
Tephra,20000
Tequilabyte Studio,20000
TeraBit Software,20000
Terahard Ltd,20000
Termite Farm,20000
Spire Interactive,20000
Terrifying Jellyfish,20000
Spinning Hat Studio,20000
Sprakelsoft GmbH,20000
Spreadable Fruit,20000
TechBridge Interactive,20000
Squawkybird Games,20000
Squirrel Physics,20000
Technical Entertainment,20000
Technically Competent,20000
Technicat LLC,20000
Techone Game Studio,20000
Squidpunch Studios,20000
Squidlit Ink.,20000
TechoneGame,20000
Squid Monkey Studios,20000
Tectonic VR,20000
TeeKoo Games Ltd,20000
Teemo Soft,20000
Tempera Games,20000
Squatting Penguins,20000
Square Gem Software,20000
Teeter Games,20000
Tehawar,20000
Tekitown,20000
"Squalr, Inc.",20000
"Teleporter Realities, Inc.",20000
Spyridon Thalassinos,20000
Spur Arts,20000
Tellurion Mobile,20000
"Telophase Studios, LLC",20000
Stardog Games,20000
Starlight Visual,20000
Taggrin,20000
Team Gotham,20000
Stephan Weiss,20000
Stepcloud.inc,20000
Stepanov Dmitriy,20000
StepUnique,20000
Step Dad Productions,20000
Stem Tech,20000
StelloHexis,20000
StellarXiela,20000
Stellar Sage Games,20000
Stellar Oasis,20000
Tap To Win,20000
TapBlaze,20000
Stellar Jay Studios,20000
Stellar Circle,20000
Taploft Sp. z o.o.,20000
Tapteek,20000
SteinBock Games,20000
Taranasus Studio,20000
TarasB,20000
TarbuttonStudio,20000
Targem Games ,20000
Stegobubbles,20000
Targhen Games,20000
Tasaa Software Services Pvt. Ltd.,20000
"Tastee Beverage Studios, LLC",20000
Tantum Games,20000
Tantrum North America,20000
Stephen Wu,20000
Take Top,20000
Tagunda LLC,20000
Taiga Nishimura,20000
Steven Mildenhall,20000
Tailwind Games,20000
Steven Luo,20000
Steven Colling,20000
Stevemata,20000
Steve O'Gorman,20000
Taka,20000
Take Five Games,20000
Steve Fox,20000
"Steve ""Khad"" Grant",20000
Tanny Tran,20000
Tale Studios,20000
Talecore Studios,20000
Tales of Game's Presents,20000
Tall Guy Productions,20000
Tall Studios,20000
TallShrimp,20000
Tallbeard Studios LLC,20000
Stepiral Studio,20000
Tamer Gölgesiz,20000
Tammeka Games,20000
Tangled Mess Games,20000
Tasty Delicious Games,20000
Tatamibeya 畳部屋,20000
Tate Multimedia ,20000
Team DYO,20000
Statto Software,20000
Team 7 Lives,20000
Team Andres,20000
Static Shell Studios,20000
Team Arborium,20000
Team Bravo Limited,20000
Team Cat 'n Mice,20000
Team Cats & Bears,20000
Team Clockworks,20000
Team Colorblind,20000
Team D.T.R.,20000
Team Dogpit,20000
Stay Awake Games,20000
Team Firestorm,20000
Team Fork,20000
StarvingIndieDeveloper,20000
Team Fractal Alligator,20000
Team Frizz,20000
StartUp Studios,20000
Team Full Sail,20000
Team Future LLC,20000
Start VR,20000
Team Gilbert,20000
Starni Games,20000
StaudSoft,20000
Steady Mushroom Ltd.,20000
TatriX,20000
Tchagata Games,20000
Stefan Stankovic,20000
Tatuzova Tatiana,20000
TaxSoft,20000
Stefan Klaus,20000
Tayanna Studios,20000
Tayfun Zeytun,20000
Stefan Kelnberger,20000
Stefan Fleischer,20000
Stefan Elsen,20000
Tazhel,20000
Steelehouse,20000
Tea & Cake Games,20000
Team 4U,20000
Tea-Powered Games,20000
Teal Fire,20000
TealDev,20000
SteedieStudio,20000
Team & Target Game Studios,20000
Steampunk Wizards,20000
Steamberry Studio,20000
SteamWork,20000
Steam Blade Games,20000
Stealthygolem,20000
Team 33,20000
TrailAscender,20000
Simurg Games,20000
Rodrigo Reyes,20000
SOOTH Inc.,20000
Vine,20000
STUDIOARTDINK,20000
STUDIO TOKOYO,20000
Vinicius Weiler Neves,20000
STUDIO MUNGO,20000
STREETCAT STUDIO,20000
Viny Game Studio,20000
Viny Game Studios,20000
STICLI Games,20000
STEEL-TEAM,20000
STEAKSTEAK Games,20000
Vionsoft,20000
Viraug,20000
SRM Games,20000
SRF Games,20000
Virginia Tech Department of Physics,20000
SQUIX Games,20000
"Virginia Tech Institute for Creativity, Arts and Technology",20000
SPS,20000
SPG STUDIO,20000
SPECTRUM GAMES,20000
"SPECIAL MAGIC GAMES, LLC",20000
SPARK Games,20000
SP-time,20000
Virginia Tech School of Education,20000
STXsurreal,20000
SUBLEVEL ONE STUDIOS,20000
SUBSIM,20000
Village Bench,20000
SZH,20000
SZEINER,20000
SYLPH,20000
SWUMP,20000
Vikintor,20000
Vikong,20000
SW-Winsoft,20000
SVP,20000
Viktor Pekar,20000
Viktor Yurchuk,20000
Vilar Ingeniería de Software S.L.,20000
Vimes Entertainment,20000
SUMCOM,20000
VinLia Games,20000
SVC Games,20000
SUPPORT,20000
SUPERMEGAQUEST INC.,20000
Vincae Entertainment,20000
Vinci Games,20000
SUNYU Software,20000
VinciGames,20000
Vindicate Games,20000
Vindit,20000
SUN MONKEY Games,20000
Virhex,20000
SOMG,20000
Vandalia Softworks,20000
SOMATIC,20000
Virtual View,20000
Virtual Vitality,20000
VirtualAge,20000
VirtualRock VR,20000
Virtualex,20000
SIMSREALITY,20000
SIMAGINATION,20000
"Virtually Competent, LLC",20000
Virtually Invincible LLC,20000
Vishnu Vadakke Pariyarath,20000
Vishwa Karma,20000
Visigames,20000
Vision Reelle,20000
Vision Riders Entertainment,20000
VisionWard LLC,20000
SIA Next Level,20000
SHUEISHA Inc.,20000
SHOKIZM INTERACTIVE,20000
SHOKER GAMES COMPANY,20000
Visiontrick Media,20000
SHIXIXI,20000
SHIBAPOWER,20000
Vismaya,20000
Visper Games,20000
Visual Outbreak,20000
Virtual Vengeance,20000
Virtual Reality Experience,20000
Virtual Racing Industries Ltd.,20000
Virtual Dor,20000
"Viriver Network Technology Co., Ltd. ",20000
Viron Shake,20000
SOG,20000
VironIT,20000
Virtew,20000
Virtro Entertainment,20000
SOF Studios Ltd,20000
Virtual Classic Studio,20000
Virtual Dawn,20000
SNAKE Productions,20000
SN!Somos Nerds,20000
Virtual Earth Online,20000
SKYLENS TECHNOLOGY,20000
"Virtual Escapes, Inc.",20000
"SMONCH, LLC",20000
Virtual Guys,20000
Virtual Imagineering S.L.,20000
Virtual Journey Studio,20000
SMD Gaming Studio,20000
SLS,20000
SLASH,20000
Virtual Light VR,20000
SKYOPT,20000
Virtual Play,20000
SaFiKiK,20000
Viistopro,20000
Saberphrog,20000
Viewport Studios,20000
Veathen Games,20000
Saoi Games,20000
Sanuk Games,20000
Santima Games,20000
Santiago Ramirez,20000
Vecpoly Game,20000
Vector 7,20000
Santiago Medina,20000
Vector Hat,20000
VectorGoat Games,20000
Vectorinox,20000
Vectorush,20000
Vectura Games,20000
Sandspire Interactive,20000
SandorHQ,20000
Vedak the Dev,20000
Vedanta Team,20000
Sandglass Games LLC,20000
Sander Juss,20000
Sander Bos,20000
Sandbox Games,20000
Sandboss Studios,20000
Velikan,20000
Sandbank Studios Ltd,20000
Sand Sailor Studio,20000
Sapphire Software Inc,20000
Vdevelopers,20000
Vault Softworks,20000
Vantage Games,20000
ScTiger,20000
Sbug Games,20000
Vangelis Stavrogiannis,20000
Sayan,20000
Say Again Studio,20000
Vanhees Dean,20000
Savepoint Studios,20000
Saurus Digital,20000
Vanimals,20000
Vanl,20000
Saucisson,20000
Satria_Games,20000
Vast Reality,20000
"Sastrei Studios, LLC",20000
Varia Games,20000
Varitech,20000
Vashta Entertainment,20000
Sashka Shlapik,20000
Vasily Wosck,20000
SashaNyasha,20000
Sasha Darko,20000
Sascha Hartleb,20000
Sara Lisa Vogl,20000
SapphireSoft,20000
Velvet Paradise Games,20000
Samuel Sprague,20000
Samuel Manier,20000
SaintBunny,20000
Vetron,20000
Salty Dog Digital,20000
Saltclock Studio,20000
"Vex Studios, LLC",20000
Vexel Games,20000
Salix Games Ltd,20000
Salangan Games,20000
Viacheslav Bushuev,20000
Vibrant Allegory,20000
Vibrant Visuals - Christian Klötzel,20000
VicX Studio,20000
Sagnithi Systems Technology Solutions LLP,20000
Very Simple Idea Studios,20000
Sageose,20000
Sadetta,20000
Victor Koroteev,20000
Victor Pukman,20000
Victorian Clambake,20000
SacriFACE Studio,20000
Video Game Music Studios,20000
Sacred Star Team,20000
Vidroid,20000
Viewer Ready,20000
Viewpoint Games,20000
Vesna Games,20000
Salty Sloth Studios L.L.C.,20000
Samuel Arminana,20000
Samaritan Studios,20000
Vempire Entertainment,20000
Venomyth Game Studio,20000
Venugopalan Sreedharan,20000
Sampsonay,20000
Vera Visions,20000
Verdict Studios LLC,20000
Veritenze LLC,20000
Veritex Studios LLC,20000
"Vermont Software Studios,LLC",20000
Verran,20000
VersoVR,20000
Samantha Arehart,20000
Saluda Systems,20000
Versus Publishing,20000
"Vertex Games, S.C.",20000
VertexBreakers,20000
Vertexherder,20000
SamStar Enterprises Inc.,20000
Vertexity Studio,20000
Sam Enright,20000
Vertical Robot,20000
Sam Albon,20000
Vertnacular,20000
Salus Games,20000
Visual light,20000
SHEN JIAWEI,20000
Visumeca Games,20000
Wakeskater Studio,20000
Royal Donut,20000
Warforged,20000
Warka Development,20000
Royal Deal Games,20000
Roxra,20000
Roxiano Creations,20000
Rovango Studio,20000
Route 66 Games,20000
Warped Tales,20000
Round Squares Studios LTD,20000
Round Cube Studio,20000
WarpedCore Studio,20000
Rouhana,20000
Rotten Mage,20000
"Warrior General Games, LLC",20000
Warz,20000
Wasatch Games,20000
Ross Edgar,20000
Roseball Games,20000
Rosasoft,20000
Rosalila,20000
Water Temple Studio,20000
Rortos Srl,20000
WaterMagus,20000
Wathitdew Record,20000
Ward Mahadin,20000
Ward Dehairs,20000
Warcave,20000
WangJianWei,20000
Rubika Supinfogame,20000
Wako Factory,20000
Waldemar Umaniz,20000
Ruben Alcañiz,20000
Walkie Entertainment,20000
Walnut LLC,20000
Wamill,20000
Wan Studio,20000
Wanana Games,20000
Wang Wenxi,20000
RuVe Game Studio,20000
Wanin International,20000
Warballoon,20000
War Drum Studios,20000
War Hungry Games,20000
RoyalJL,20000
Royal9Games,20000
War game studio,20000
WarGirl Games,20000
WarMachine,20000
WarPI Games,20000
Royal Tea Time Studio,20000
Royal Skies LLC,20000
WarWolfWorks,20000
Wave Interactive,20000
Root121 Games,20000
Root,20000
Rogue Rocket Games,20000
Romain Rebecchi,20000
Rollman team,20000
Rolling Crown,20000
Rokas,20000
Wee Free Studio,20000
RogueWare,20000
RogueCode (PTY) LTD,20000
Rogue Sun,20000
Rogue Star Games,20000
WeersProductions,20000
Wegame,20000
Rogue Moon Studios,20000
Roman Glebenkov,20000
Wehrmann Studios,20000
Weiqiang Ou,20000
Rogerty,20000
Weixi Studio,20000
Roger von Biersborn,20000
Well Told Entertainment,20000
Weltrom Studios,20000
Roest,20000
Roencia Game Creators,20000
Rodz,20000
Wesley Pyburn,20000
Roman Digital,20000
Webrox,20000
WaveDNA,20000
We AR VR,20000
"Waveform Logic, Inc",20000
Rooster Teeth,20000
Waveor,20000
Waves and Blaze,20000
WaxSkink,20000
Rooster Republic LLC,20000
WayForward ,20000
RoomsforRockets,20000
WayWay,20000
Waynetron,20000
Room122,20000
Rookie Hero Games,20000
Wealthy Relative,20000
We Are Bots,20000
We Are Fuzzy,20000
Rondo Media Cyf,20000
Romero Games Ltd.,20000
We The Force Studios,20000
We are Huanxiangjin,20000
"Romans I XVI Gaming, LLC",20000
WeRVR Studio,20000
Roman Uhlig,20000
Roman Shuvalov,20000
Roman Revzin,20000
Ruby Games,20000
Ruby-3 Productions,20000
SHARKBOWL GAMES,20000
"Ruby-3 Productions, LLC",20000
S.E.E.D.,20000
Void Calls,20000
VoidMain Studios,20000
Voided Pixels,20000
S.A. Digiworks,20000
Voidless Studios,20000
Volker Elzner,20000
Volokitin Andrey,20000
Volrest,20000
S. Khasanov,20000
Voltage Inc.,20000
Volumetric Games,20000
S-Game,20000
VooFoo Studios,20000
Vorge Studio,20000
S Houben,20000
Rückert Broductions,20000
Rémi Vansteelandt,20000
Rza Ibrahimov,20000
Voronoi Games,20000
Ryzal Games,20000
"Ryu Productions Co., Ltd",20000
Rynder Games,20000
Rymdfall AB,20000
Vox Studios,20000
S.Y. GAMES,20000
SAARSE,20000
SANBAE,20000
Viva Meda,20000
Vital Games Ltd,20000
SGStudio Games,20000
Vitalii Holiev,20000
Vitaliy Shikhovtsev,20000
Vitaly Rekubratskiy,20000
SFS Studios,20000
Vitaly Titov,20000
Vitei Backroom Inc,20000
SF,20000
Vito Devs,20000
Viva  Media Inc,20000
"SEEDGAMES Co., Ltd.",20000
Vladislav Vasilkov,20000
Viversion,20000
SCRAWL,20000
SCOREWARRIOR LIMITED,20000
Vivid Helix,20000
SC.Wu,20000
Vlad Abadzhiev,20000
Vlad Cristian,20000
Vladili Rosso,20000
Vladimir Alekseev,20000
Vladimir Beletsky,20000
Vladimir Slav,20000
VoyagerVR,20000
Ryan Stephen,20000
Ryan Melmoth,20000
WTao,20000
Rush Games,20000
WIWD Development,20000
WOLFCODER WORKSHOP LLC,20000
WOMBO COMBO GAMES INC.,20000
WP,20000
WREDA,20000
Running Hoffman,20000
WS net,20000
Runestone Games Limited,20000
WSJ Team,20000
WSONG LLC,20000
WVV-Games.com,20000
Rushil Reddy,20000
WWW.ROSSPROGRAMMPRODUCT.COM,20000
WaRPG Studio,20000
RunByCoffee,20000
Run Games,20000
Rumbic Inc,20000
Rukas Skirkevicius,20000
Rufoid AB,20000
Ruffian Games,20000
Wafflesoft,20000
Ruction Games,20000
Ruce,20000
WINXP Studio,20000
Rushing Vise,20000
Vulgat,20000
Rusty Oak,20000
Vulture Strike,20000
W.R.K.S Games,20000
Ryan Javanshir,20000
Ryan Davis,20000
Ryan Cooper,20000
Ryan Carlos,20000
W3 Studios,20000
RyabovEduard,20000
Ruxar,20000
Rutony Studio,20000
Rutenn no oheya,20000
WANDV.INC,20000
Summer Media,20000
Rusty Bolt,20000
WANZUNGDEV,20000
WARMA Corporation,20000
WATERPHOENIX.Inc,20000
WEB Gaming Entertainment,20000
WHITEROCK games,20000
WHMSOFT,20000
WIDStudio,20000
Russell Meakim,20000
WILLSH,20000
Rusimitu,20000
Scarab Entertainment,20000
Scarecrow Arts,20000
Tranquil Studios,20000
Twisted Jenius,20000
Turnopia,20000
Turnspender,20000
Turquesa Studios,20000
Turtle Juice,20000
TushaWorks,20000
Tusky Games,20000
Shinypix,20000
Shiny Vacation,20000
Tvee Games,20000
Shiny Moss,20000
Shiny Dolphin Games LLC,20000
Tvori,20000
Tvr Games,20000
"ShinerJoy Technology Co., Ltd.",20000
Shine World,20000
Twelve Tiles,20000
Twenty Dolz Production,20000
Twin Squid Ltd,20000
Twin Vault Games,20000
TwinDrills,20000
Shichifu,20000
Shevchenko Technology,20000
Shenzhen zhengyilong technology co. LTD.,20000
"Shenzhen Weilaishijie Network Technology Co., Ltd.",20000
"Shenzhen Tanyu Interactive Entertainment Co., Ltd.",20000
Turmoil Studios,20000
Turbo Tape Games,20000
Shit-Happens-Software,20000
Tuk Tuk,20000
Shrimpcave Industries,20000
Shrimmeling Studio,20000
Tsukinowa App.,20000
Tsunehiko Shimazu,20000
Tsurudeira,20000
Shoujo City Developer,20000
Tuan Nguyen,20000
Tudo Rip Games,20000
Shotgun with Glitters,20000
Shotgun Surgeons,20000
Shotgun Anaconda,20000
Shortfuse Studio,20000
Shockk,20000
Tulaboev Ikhvolbek,20000
Shortbreak Studios s.c. ,20000
Tumico Studio,20000
ShortRound Games,20000
Tundra Games Ltd,20000
TuneTheDev,20000
Tunermaxx,20000
Tunescape LLC,20000
Shoor Games,20000
ShooStudios,20000
Shogunate Games,20000
TwinStarGames,20000
Two Bits Kid,20000
Vanadial,20000
Two Glass Hams,20000
UFO Interactive Games ,20000
UK VENUS,20000
ShapeSim,20000
UNAmedia,20000
Shangri-La Game Studios Ltd,20000
ShanghaiWindy,20000
"Shanghai superpoint Co.,Ltd.",20000
UNIT9,20000
UNLTD inc.,20000
"Shanghai Niuka Network Technology Co.,Ltd.",20000
USC Games,20000
"USERJOY JAPAN CO., LTD.",20000
"USERJOY Technology CO.,LTD.",20000
UTPlus Interactive Inc.,20000
"UTPlus Interactive, Inc.",20000
